unique_protein_id_A,symbol_id_A,species_A,unique_protein_id_B,symbol_id_B,species_B,cell_line,hour,study,interaction_type
P36873,PPP1CC,homo sapien,P62277,RPS13,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36873,PPP1CC,homo sapien,Q7Z2W4,ZC3HAV1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36873,PPP1CC,homo sapien,P62854,RPS26,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36873,PPP1CC,homo sapien,P06396,GSN,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36873,PPP1CC,homo sapien,Q92900,UPF1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O00303,EIF3F,homo sapien,P55884,EIF3B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P55884,EIF3B,homo sapien,O00303,EIF3F,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P55884,EIF3B,homo sapien,Q14152,EIF3A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q05397,PTK2,homo sapien,Q05397,PTK2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q05397,PTK2,homo sapien,Q9Y490,TLN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,P19338,NCL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P19338,NCL,homo sapien,Q06609,RAD51,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,P19338,NCL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P61254,RPL26,homo sapien,P15880,RPS2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P61254,RPL26,homo sapien,P23396,RPS3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,P51149,RAB7A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q15019,SEPTIN2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q00341,HDLBP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P51149,RAB7A,homo sapien,Q9Y305,ACOT9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O15031,PLXNB2,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UBM7,DHCR7,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36776,LONP1,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09110,ACAA1,homo sapien,P30044,PRDX5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P51149,RAB7A,homo sapien,Q9H9B4,SFXN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q9NZI8,IGF2BP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P51149,RAB7A,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P35222,CTNNB1,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y277,VDAC3,homo sapien,Q9Y305,ACOT9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q9H9B4,SFXN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27824,CANX,homo sapien,P36776,LONP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27824,CANX,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75439,PMPCB,homo sapien,P08758,ANXA5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P23528,CFL1,homo sapien,P30044,PRDX5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09110,ACAA1,homo sapien,P23528,CFL1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O95571,ETHE1,homo sapien,P09211,GSTP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O95571,ETHE1,homo sapien,Q08426,EHHADH,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P08758,ANXA5,homo sapien,P53597,SUCLG1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q9UBM7,DHCR7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P30044,PRDX5,homo sapien,P51149,RAB7A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04179,SOD2,homo sapien,P23528,CFL1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,Q96C01,FAM136A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q9Y305,ACOT9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P30044,PRDX5,homo sapien,Q96C01,FAM136A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04179,SOD2,homo sapien,P30044,PRDX5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P19338,NCL,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P30044,PRDX5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P35222,CTNNB1,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q8WX92,NELFB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P09110,ACAA1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9H9B4,SFXN1,homo sapien,Q9Y305,ACOT9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P51148,RAB5C,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04179,SOD2,homo sapien,P48735,IDH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P53597,SUCLG1,homo sapien,Q9P2R7,SUCLA2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09669,COX6C,homo sapien,Q9Y6C9,MTCH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75439,PMPCB,homo sapien,P53597,SUCLG1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,P51149,RAB7A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UL25,RAB21,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q14165,MLEC,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P08758,ANXA5,homo sapien,P09211,GSTP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P08758,ANXA5,homo sapien,Q9P2R7,SUCLA2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27824,CANX,homo sapien,P40939,HADHA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27824,CANX,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q16740,CLPP,homo sapien,Q96C36,PYCR2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9ULV4,CORO1C,homo sapien,Q9Y6C9,MTCH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9ULV4,CORO1C,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09669,COX6C,homo sapien,P27824,CANX,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09669,COX6C,homo sapien,P40939,HADHA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09669,COX6C,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09669,COX6C,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75390,CS,homo sapien,P04179,SOD2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75390,CS,homo sapien,Q9Y3F4,STRAP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75390,CS,homo sapien,P47985,UQCRFS1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q08211,DHX9,homo sapien,Q12906,ILF3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P36957,DLST,homo sapien,Q99832,CCT7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P09211,GSTP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P61978,HNRNPK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P48735,IDH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P06733,ENO1,homo sapien,P29401,TKT,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O95571,ETHE1,homo sapien,P53597,SUCLG1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09211,GSTP1,homo sapien,P61978,HNRNPK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09211,GSTP1,homo sapien,P48735,IDH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09211,GSTP1,homo sapien,P29401,TKT,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q16740,CLPP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40939,HADHA,homo sapien,Q9Y6C9,MTCH2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q12906,ILF3,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q12906,ILF3,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P23368,ME2,homo sapien,Q16740,CLPP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P23368,ME2,homo sapien,Q96C36,PYCR2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09874,PARP1,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09874,PARP1,homo sapien,Q12906,ILF3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09874,PARP1,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P09874,PARP1,homo sapien,Q13501,SQSTM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75439,PMPCB,homo sapien,Q99714,HSD17B10,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75439,PMPCB,homo sapien,Q9P2R7,SUCLA2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P23246,SFPQ,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UJS0,SLC25A13,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q7KZF4,SND1,homo sapien,Q99832,CCT7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q7KZF4,SND1,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04179,SOD2,homo sapien,Q9P2R7,SUCLA2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04179,SOD2,homo sapien,P53597,SUCLG1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13501,SQSTM1,homo sapien,Q99832,CCT7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13501,SQSTM1,homo sapien,Q7KZF4,SND1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q9ULV4,CORO1C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P40939,HADHA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O76024,WFS1,homo sapien,O95168,NDUFB4,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P39656,DDOST,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P29692,EEF1D,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P07910,HNRNPC,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q14103,HNRNPD,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P19338,NCL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,P04844,RPN2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q14103,HNRNPD,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P45880,VDAC2,homo sapien,Q9P2E9,RRBP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P33527,ABCC1,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P39656,DDOST,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P39656,DDOST,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P29692,EEF1D,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P15311,EZR,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P07910,HNRNPC,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q14103,HNRNPD,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P19338,NCL,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O15031,PLXNB2,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04844,RPN2,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P04844,RPN2,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P06748,NPM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P06748,NPM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P52597,HNRNPF,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P31943,HNRNPH1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q00839,HNRNPU,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P67809,YBX1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P19338,NCL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P11940,PABPC1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P23246,SFPQ,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9Y2W1,THRAP3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P67809,YBX1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P19338,NCL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P11940,PABPC1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q00839,HNRNPU,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P23246,SFPQ,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9Y2X7,GIT1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P11940,PABPC1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P14866,HNRNPL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q99832,CCT7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P55884,EIF3B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q8ND56,LSM14A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,O15031,PLXNB2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P07910,HNRNPC,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P33527,ABCC1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9BY77,POLDIP3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q8WVM8,SCFD1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P09651,HNRNPA1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P13929,ENO3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P29692,EEF1D,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,O14974,PPP1R12A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P43243,MATR3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q13242,SRSF9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q99733,NAP1L4,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P40121,CAPG,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q14011,CIRBP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9BY44,EIF2A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P48634,PRRC2A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q01844,EWSR1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q96T88,UHRF1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q71RC2,LARP4,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P17844,DDX5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9NVI1,FANCI,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q7Z4W1,DCXR,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P51003,PAPOLA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q13148,TARDBP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q99439,CNN2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q01085,TIAL1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q96PU8,QKI,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9NXH9,TRMT1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P33121,ACSL1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q7Z2W4,ZC3HAV1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q14247,CTTN,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q14966,ZNF638,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q13045,FLII,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9UDY8,MALT1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q09666,AHNAK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P22735,TGM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q15424,SAFB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P35659,DEK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,O00567,NOP56,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P43686,PSMC4,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,O00571,DDX3X,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,P50402,EMD,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P27695,APEX1,homo sapien,Q9Y490,TLN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,Q14444,CAPRIN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,Q9UN86,G3BP2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,P43304,GPD2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,P16401,H1-5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,P26599,PTBP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,P42285,MTREX,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6K5,OAS3,homo sapien,Q9Y490,TLN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q86V81,ALYREF,homo sapien,Q9NZB2,FAM120A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q86V81,ALYREF,homo sapien,P14866,HNRNPL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q86V81,ALYREF,homo sapien,Q8N5N7,MRPL50,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
