symbol_id_A,unique_protein_id_A,species_A,interactor_B,species_B,cell_line,hour,study,interaction_type
SLC25A11,Q02978,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MAGT1,Q9H0U3,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC41A2,Q96JW4,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
WDR75,Q8IWA0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UTP15,Q8TED0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ANTXR1,Q9H6X2,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POLR1B,Q9H9Y6,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
FAR1,Q8WVX9,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
YIPF4,Q9BSR8,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PRXL2A,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CCDC115,Q96NT0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HOOK3,Q86VS8,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GHDC,Q8N2G8,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CUL2,Q13617,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CUL1,Q13616,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATRN,O75882,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
USP32,Q8NFA0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PIGO,Q8TEQ8,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GPAT3,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LMNB2,Q03252,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AIFM2,Q9BRQ8,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATAD1,Q8NBU5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RNFT2,Q96EX2,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TMEM87B,Q96K49,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UTP4,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TMEM209,Q96SK2,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NUDCD1,Q96RS6,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DGKE,P52429,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ITPRIP,Q8IWB1,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SELENOI,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GFM1,Q96RP9,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
BLZF1,Q9H2G9,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DEGS1,O15121,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PLPP2,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
USO1,O60763,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RTCA,O00442,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DYNLL1,P63167,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EIF3B,P55884,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ABCC3,O15438,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SERPINH1,P50454,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GBF1,Q92538,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GPAA1,O43292,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ADAM9,Q13443,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CDS2,O95674,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NRP2,O60462,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NRP1,O14786,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SGPL1,O95470,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC5A6,Q9Y289,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CPNE3,O75131,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CPNE1,Q99829,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AP1M1,Q9BXS5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RAB29,O14966,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
KYNU,Q16719,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
STBD1,O95210,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MPZL1,O95297,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RPL14,P50914,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AIP,O00170,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
YIF1B,Q5BJH7,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GPRC5A,Q8NFJ5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MCU,Q8NE86,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PKMYT1,Q99640,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DPP9,Q86TI2,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC16A5,O15375,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC16A4,O15374,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC16A3,O15427,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LMF2,Q9BU23,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AIFM1,O95831,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NEMF,O60524,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MYADM,Q96S97,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OSMR,Q99650,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
BUB3,O43684,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RFT1,Q96AA3,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DDX21,Q9NR30,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC33A1,O00400,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ACVR1B,P36896,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
XPR1,Q9UBH6,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MTDH,Q86UE4,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VAPB,O95292,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VAPA,Q9P0L0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RAB11B,Q15907,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DHRS3,O75911,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
COPB2,P35606,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HNRNPLL,Q8WVV9,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRIP11,Q15643,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MMGT1,Q8N4V1,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RPL23,P62829,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TM9SF2,Q99805,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SFXN1,Q9H9B4,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
FADS2,O95864,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ABCG2,Q9UNQ0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ITM2B,Q9Y287,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EIF2AK3,Q9NZJ5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PSMF1,Q92530,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SLC4A7,Q9Y6M7,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SCARB1,Q8WTV0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SCAMP1,O15126,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TECR,Q9NZ01,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MPDU1,O75352,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GOSR1,O95249,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TP53I11,O14683,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EI24,O14681,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SEC22B,O75396,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VPS26A,O75436,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PITPNM1,O00562,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDIA4,P13667,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CD47,Q08722,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NUP155,O75694,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SEC24C,P53992,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MICAL2,O94851,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NUP93,Q8N1F7,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MLEC,Q14165,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EIF4A3,P38919,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TM9SF4,Q92544,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SPCS2,Q15005,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PTDSS1,P48651,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LRBA,P50851,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POM121,Q96HA1,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LPGAT1,Q92604,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
WDR1,O75083,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GOLGA5,Q8TBA6,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CDC42,P60953,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HUWE1,Q7Z6Z7,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CDK9,P50750,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ZNF460,Q14592,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CLPX,O76031,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UBR3,Q6ZT12,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CPS1,P31327,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RUNDC1,Q96C34,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CAMSAP1,Q5T5Y3,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AP2A1,O95782,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ZFP1,Q6P2D0,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CCDC138,Q96M89,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DNM2,P50570,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CEP131,Q9UPN4,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TASOR,Q8IYH5,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TUT4,Q8IYH5,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ICE1,Q9Y2F5,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PRR14L,Q5THK1,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
WDR72,Q3MJ13,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RTTN,Q86VV8,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GNAS,O95467|P63092|P84996|Q5JWF2,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
APAF1,O14727,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
JAK1,P23458,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
KIFC1,Q9BW19,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MCM7,P33993,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NF1,P21359,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
P4HB,P07237,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ANAPC5,Q9UJX4,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ANAPC7,Q9UJX3,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VPS54,Q9P1Q0,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PPM1B,O75688,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ZGRF1,Q86YA3,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HJURP,Q8NCD3,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TTC27,Q6P3X3,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VAC14,Q08AM6,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PRKDC,P78527,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NSMCE3,Q8IYH5,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UGGT1,Q9NYU2,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AVEN,Q9NQS1,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TTC7A,Q9ULT0,Homo sapiens,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
